,Masechet,Daf,Line,Perek,Comment
153,Kiddushin,50,0,הזהב,ולר' יוחנן דאמר - בפרק הזהב:
154,Kiddushin,54,1,הזהב,"שמע מינה כו' - ואנן קיימא לן בפרק הזהב (ב""מ דף מו.) דאין מטבע נעשה חליפין:"
155,Kiddushin,55,1,הזהב,"אלא לר""נ - מאי כיצד למאי דס""ד מעיקרא ואף למאי דאוקימנא נמי ליתא פלוגתא דרב ששת ור""נ בפרק הזהב (ב""מ דף מז.):"
156,Kiddushin,83,0,הזהב,"הרי הן כלקוחות כו' - כך דינן של לקוחות קצוב בפרק הזהב (ב""מ דף מט:):"
157,Kiddushin,103,0,המפקיד,"ההוא סרסיא - עושה שכר מתמרים של בעל הבית למחצית שכר וחבירו בב""מ בפרק המפקיד (בבא מציעא דף מב:):"
158,Kiddushin,132,0,הערל,ולרב דימי - דאמר ביבמות בפרק הערל (יבמות דף עח.) דשני הוא ויליף לה מאשר יולדו הכתוב תלאו בלידה למימרא דבתר אימיה שדינן ליה מדלא כתיב אשר יולידו:
159,Kiddushin,144,1,יש מותרות,לינשא לפסולין - לפסולי כהונה גר חלל משוחרר שהכהנים הוזהרו על בנותיהם והם לא הוזהרו עליהם מלישא אותן אבל לפסולין שהאנשים הפסולין הוזהרו עליהן מלישא אותן כגון ממזרין או נתינים אף הנשים הוזהרו עליהם דהשוה הכתוב אשה לאיש לכל עונשים שבתורה והכי אמרינן ביבמות בפרק יש מותרות (יבמות דף פד:):
160,Kiddushin,161,0,האשה,שתי יבמות - נשי שני אחין ששונאות זו את זו כשתי צרות שדואגות שמא תפול ליבום לפני בעלה ותיעשה לה צרה אשה וצרתה ואשה וחמותה ובת חמותה ובת בעלה כולן שונאות זו את זו וטעמא מפרש ביבמות בפרק האשה שהלכה (יבמות דף קיז.):
161,Niddah,7,1,בנות כותים,"עלה נדף - דבר הקל ה""נ טומאה קלה. אית דאמרי מדף עליונו של זב ושבוש הוא דעליונו של זב מטמא ככר מן התורה בפרק בנות כותים (לקמן נדה דף לב:) נתקו הכתוב מטומאה חמורה לטומאה קלה לומר לך דאינו מטמא אלא אוכלין ומשקין ומעיקרא כי אותביניה הכי הוה ס""ד דעליונו של זב הוא:"
162,Niddah,13,2,בנות כותים,מעת לעת - אם שפתה מחצות היום זה עד כעת מחר איכא למימר דלאו משום ולד הוה וקרינן ביה כי יזוב זוב דמה ופליג ר' יהושע עליה בפרק בנות כותים:
163,Niddah,14,0,בית שמאי,מלמדין את הקטנה - בפרק בית שמאי ביבמות ב' אחין נשואין ב' אחיות יתומות אחת גדולה ואחת קטנה מת בעלה של גדולה ונמצאת זקוקה ליבם בעל הקטנה ודוחה זיקתה נישואי אחותה הקטנה ואוסרתה עליו שאין נישואי קטנה כלום ואם יגרשנה לקטנה בגט שוב אינו יכול ליבם את הגדולה שאחות גרושתו היא אלא מלמדין את הקטנה שתמאן בו ומיאון עוקר נישואין הראשונים ומותר ליבם הגדולה:
164,Niddah,16,1,בנות כותים,"רחמנא טהריה - מזיבה בתוך י""א יום בפרק בנות כותים (לקמן נדה לו:):"
165,Niddah,16,0,כל היד,וסתות דאורייתא - אותה בדיקה שהצריכוה לאשה להבדק בשעת וסתה דבר תורה הוא הלכה למשה מסיני דאורח בזמנו בא ואם בא יום וסתה ולא בדקה מחזקינן לה טמאה לקמן בפרק כל היד (נדה דף טז.) וקא מבעיא לן אם לא בדקה ביום וסתה בימי עיבורה מהו:
166,Niddah,20,0,בנות כותים,הניחא לרב דאמר - בפרק בנות כותים (לקמן נדה דף לה:):
167,Niddah,21,0,בנות כותים,"ב""ש היא דאמרי - בפרק בנות כותים מעין אחד הוא:"
168,Niddah,28,0,בא סימן,"ור""מ היא - דמחמיר בכתמים כדאמר בפ""ק (לעיל נדה ה.) ולקמן בפרק בא סימן (נדה דף נב:):"
169,Niddah,37,0,הרואה,הרגה מאכולת - אשה הרואה כתם בבגדה אם הרגה מאכולת תולה בה. ואי קשיא הא שיעור כתם כגריס ועוד ומאכולת כולי האי לא הוי כדאמר בפירקין בעינן כגריס ועוד לאפוקי מדם מאכולת לא קשיא ההיא לר' חנינא בן אנטיגנוס הא לרבנן בפרק הרואה כתם (לקמן נדה דף נח:) דלא בעי האי שיעור:
170,Niddah,45,1,בהמה המקשה,"פרסה מיהא איכא - וכתיב (ויקרא י״א:ג׳) כל מפרסת פרסה בבהמה תאכלו דאם נמצא תוך מעי בהמה קלוט כל זמן שלא יצא לאויר העולם אע""ג דאין לו אלא פרסה אוכלו ואפילו לר""ש דאמר קלוט בן פרה אסור מודה הוא דאם נשחטה אמו ונמצא במעיה דמותר והכי מפרש בפרק בהמה המקשה (חולין סח:):"
171,Niddah,46,0,כל הבשר,ר' חנינא בן אנטיגנוס - בבכור קאי וקאמר דהוי מום ומדפסל ליה לקרבן מכלל דלהדיוט שרי וקשיא לתרוייהו דהא אפי' יצא לאויר העולם שרי ושמואל לא שרי אלא במעי אמו. והא דאקשי רב שימי טפי לרב מדשמואל משום דגביה הוה קאי ובר בריה הוה כדאמר בפרק כל הבשר (חולין קיא:) רב אקלע לבי רב שימי בר חייא בר בריה:
172,Niddah,46,0,בהמה המקשה,רב מתרץ לטעמיה - דרב לא צריך לתרוצי אלא משום היא גופה דלא משתמע שפיר דהא רישא כשיצאו לאויר העולם מיירי וסיפא דקתני יצא משמע דעלה קאי וכשיצא לאויר העולם משמע דמותר ואי אפשר לומר כן הלכך צריך להוסיף עליה אבל במעי אמו שרי דכתיב כל בבהמה תאכלו בפרק בהמה המקשה (חולין סט.):
173,Niddah,63,0,כיצד,"בראיות כבימים - בין שרואה ג' ביום אחד בין שרואה שלש בשלשה ימים רצופין הוי זב כדילפינן בב""ק בפרק כיצד (דף כד.) לזכר ולנקבה מה נקבה בימים אף זכר בימים וראיות בגופיה כתיב מנה הכתוב שלש וקראו טמא אבל זבה שראתה שלש ביום אחד לא הויא זבה:"
174,Niddah,66,2,דם הנדה,"וב""ה אומרים כרוקה וכמימי רגליה - שמטמאין לחין ואין מטמאין יבשין גבי דם עובדת כוכבים מטמא מדרבנן שגזרו עליהן שיהו כזבין לכל דבריהם והך היכרא הוא דעבוד בה דאילו דישראלית מטמא לח ויבש ודעובדת כוכבי' לח ולא יבש כרוקה וכמימי רגליה דאמר לקמן בפרק דם הנדה דאין מטמאין יבשין ודם טוהר של מצורעת נמי אע""ג דדם לאו מעיין הוא דין מעיין אית ליה דרחמנא רבייה כדאמר בגמרא:"
175,Niddah,66,1,דם הנדה,"בית שמאי אומרים כרוקה וכמימי רגליה - מטמא לח ואינו מטמא יבש והכי תני לה בהדיא בתוספתא דעדיות דנדה כל זמן שלא טבלה הרי היא בנדתה לכל דבריה הלכך רוקה ומימי רגליה בטומאתן ולקמן בפרק דם הנדה (נדה נו.) ילפינן מקראי דאין רוק של זב מטמא יבש ודמה נמי אף על גב דדם טוהר הוא לבית שמאי כדאמר בגמרא דביומי תליא רחמנא והא מלו ומשום מעיין נמי ליכא לטמויי דהא אין מתעגל ויוצא אפילו הכי רבנן גזור עליה הואיל וטמאה היא גזרה לאחר ז' אטו תוך ז' ומיהו לא גזור עליה שיטמא לח ויבש כלפני ז' דעבוד בה היכרא דלידעו דטומאתה מדרבנן ולא נשרוף עליה תרומה וקדשים. ואע""ג דגבי דם עובדת כוכבים לא אמרי בית שמאי הכי אלא מטהרי לגמרי והיינו טעמא כדאמר בגמרא משום דחיישינן דלמא אתי לחלק בשל תורה ולמימר מטמא לח ולא יבש התם הוא דכל טומאת עובד כוכבים דרבנן כדי שלא יהו ישראל רגילין אצלן במשכב זכור וכיון דטמאו מגען ורוקן ומימי רגליהן ואיכא הרחקה טובא הלכך טהרו את דמה לגמרי להיכרא דלידעו דטומאת רוקה ומימי רגליה דרבנן דלא נשרוף תרומה עלייהו ולא חלקו בדמה דילמא אתי לחלק בשל תורה אבל הכא אין כאן מדרבנן אלא דם לבדו שהוא דם טוהר הלכך גזור ושיור בה להיכרא דליכא למיחש דלמא אתי לחלוקי בשל תורה דהכל יודעין דכיון דעברו ימי לידתה דדם טוהר הוא:"
176,Niddah,67,0,דם הנדה,"ראייה ראשונה של מצורע מהו שתטמא במשא - של איש טהור לא תבעי לך דודאי לא מטמא במשא דאיתקש לקרי וקרי לא מטמא במשא כדתנן בפ""ק דמסכת כלים ושניה נמי לא תבעי לך דאפילו באדם טהור מטמיא במשא כדאמר לקמן בפרק דם הנדה (נדה דף נה.) זוב מטמא במשא ויליף לה מזובו טמא הוא וההוא בראייה שניה כתיב דמנה הכתוב שתים וזב בעל שתי ראיות זב גמור הוא לטומאה אלא שאין טעון קרבן כי תיבעי לן ראשונה דבאדם דעלמא לא מטמיא אלא במגע הכא במצורע מאי מקום זיבה מעיין הוא ואיתרבי מלזכר לרבות מצורע למעיינותיו ומעיינות מטמאו במשא כדאמר בפרק דם הנדה (לקמן נדה דף נה:) וכי ירוק הזב בטהור במה שביד טהור:"
177,Niddah,79,1,המזבח מקדש,ושיצא דמה חוץ לקלעים - אבל כל הנך פסולי אחריני דמכשר בהו רבי שמעון כגון לן ויוצא שיצא הבשר קודם זריקת דם וטמא ושנשחט לאוכלו חוץ לזמנו וחוץ למקומו כולן מודה נמי רבי יהודה דלא ירדו וטעמא מפרש רבי יהודה במסכת זבחים בפרק המזבח מקדש (זבחים דף פד:) מפני מה אמרו לן בדם כשר שהרי לן כשר בבשר וכן כולן:
178,Niddah,82,0,אף על פי,כולכו ברוקא חדא תפיתו - כולכם שמעתם שמועה אחת. תפיתו לשון רוק וחבירו בכתובות תוף שדי בפרק אף על פי (כתובות דף סא:):
179,Niddah,82,0,בהמה המקשה,טומאה בלועה היא - וקיימא לן בפרק בהמה המקשה (חולין דף עא.) טומאה בלועה אינה מטמאה לא במגע ולא במשא והכא הא טומאה בלועה היא ולא דמיא לכל הנשים שמטמאות בבית החיצון דהתם משום ראייה דמאתמול היא וטומאת שבעה ורחמנא אמר בבשרה מכי אתא בבית החיצון הויא ראייה אבל הכא משום משא ונגיעה היא וטומאת ערב דאי משום ראייה מאתמול איעקר ומאתמול הויא ראייה וראייה דמאתמול לא מהניא לה האידנא דמאתמול הוה להו ימי טומאה והשתא הוו להו ימי טוהר וטומאה בלועה לא מטמיא במגע ובמשא:
180,Niddah,83,1,בהמה המקשה,דאמר רב אושעיא - בפרק בהמה המקשה (חולין דף עב.) אהא דתנן אשה שמת עוברה בתוך מעיה ופשטה חיה את ידה ונגעה בו החיה טמאה טומאת שבעה והאשה טהורה עד שיצא הולד והוינן בה חיה אמאי טמאה טומאה בלועה היא ואמר רב אושעיא הך טומאת חיה מדרבנן גזרה שמא יוציא ולד את ראשו חוץ לפרוזדור ותגע בו דמכי נפק הוה ליה ילוד ולא הוי בלועה וטמא מדאורייתא משום נוגע במת. אלמא חוץ לפרוזדור ילוד הוא הילכך לענין לטמא את אמו טומאת לידה נמי ילוד הוא:
181,Niddah,86,0,אלמנה לכהן גדול,ולאפוקי מדר' יוסי - דאמר במסכת יבמות בפרק אלמנה לכהן גדול (יבמות דף סז.) יש לו זכייה ואפילו הוא במעי אשה זרה הכשרה לכהונה פוסלה דקסבר כל זמן שהוא במעי זרה זר הוא וכל שכן האי דבמעי גרושה הוא דאפילו כשיולד לא יהא ראוי:
182,Niddah,88,0,ארבעה ראשי שנים,"בשלמא לרבי יוחנן - דאמר מכי איקלע חשיבות שנה בשנה שלישית לרבי מאיר הויא בת ביאה ניחא ואע""ג דאמר רבי יוחנן ל' יום והכא קתני יום אחד תנאי היא בפרק ארבעה ראשי שנים (ר""ה דף י.) דאיכא למ""ד יום אחד בשנה חשוב שנה ואיכא למאן דאמר כו':"
183,Niddah,91,0,חרש שנשא,"ש""מ כו' - פלוגתא היא בפרק חרש שנשא פקחת ביבמות (דף קיד.):"
184,Niddah,99,1,כל הבשר,והיינו גירותא - דקיימא לן גירותא עוף טמא הוא דאמר בפרק כל הבשר (חולין דף קט:) כל מה דאסר לן רחמנא שרא לן לקבליה אסר לן דמא שרא לן כבדא אסר לן גירותא שרא לן לישנא דכוורא:
185,Niddah,103,0,הרואה,שהן כגריס ועוד - כלומר שלשה גריסין גסין דאיכא בכל חד וחד כגריס ועוד דהכי הוי שיעור כתם לקמן בפרק הרואה כתם (נדה דף נט.):
186,Niddah,106,1,תינוקת,"גרגרן דתנן - בפרק תינוקת (שם.) הרואה יום י""א וטבלה ליום שלאחריו ושמשה וראתה בו ביום בית הלל אומרים הרי זה גרגרן שלא המתין יום זה ומהך ברייתא דקתני ומשמשת יום עשרים ולא יום י""ט שמעינן דאסור להיות גרגרן ולשמש ביום י""ב עם הרואה בי""א:"
187,Niddah,108,0,רבי עקיבא,אי מה - משא נדה חמור לטמא אבן מסמא אבן גדולה המושמה על הכלים ונדה נשאת עליה מטמאה בגדים שתחת האבן כדאמר בתורת כהנים אף משא דמה חמור לטמא באבן מסמא דיש מטמא במשא ואינו מטמא באבן מסמא במסכת שבת בפרק רבי עקיבא (שבת דף פב:) דאמרינן במשא כולי עלמא לא פליגי דמטמא כי פליגי באבן מסמא דאין משאו אלא בדבר הראוי לינשא אבל גדולה אינה מטלטלת להיות הטומאה נישאת עליה וגבי זב הוא דרבייה קרא:
188,Niddah,136,0,בנות כותים,ככותאי אמרה לשמעתיה - בפרק בנות כותים (לעיל נדה דף לג.):
189,Niddah,141,1,כסוי הדם,דאין דם מבטל דם - בפרק כסוי הדם:
190,Niddah,143,1,בא סימן,"לא איהו בעי שימור - מדאורייתא לשמור י""א כנגדו ולא לאחריני הוי שימור דעשירי לא בעי שימור מדאורייתא הואיל ולא תבא בהן לידי זיבה ומדרבנן מיהא אפילו רואה יום י""א אסורה לשמש ביום שלאחריו כדקתני מתני' ה""ז גרגרן ואמרינן בפרק בא סימן (לעיל נדה דף נד.) גרגרן דתנן אסור:"
191,Pesachim,5,0,במה אשה,כגדי מסנקן - כגדי עייף סינוק לשון עייפות ודומה לו גד גדי וסינק לא בגמרא דשבת בפרק במה אשה יוצאה (שבת דף סז:) התגבר מזלי ואל תהי עייף:
192,Pesachim,9,0,כל שעה,"ש""מ - מדלא נפקא ליה דהאי יום הראשון ערב יום טוב הוא אלא משום דאסור להבעיר ביום טוב שמע מינה סבירא ליה כר' יהודה דאמר לקמן בפרק כל שעה [פסחים כא. וכז:] אין ביעור חמץ אלא שריפה ויליף לה מנותר דאי השבתתו בכל דבר סבירא ליה לוקמיה ביו""ט ויבערנו בדבר אחר יאכילנו לכלבים או ישליכנו לים:"
193,Pesachim,9,1,הרואה,לייא - היכן וחבירו בברכות בפרק הרואה (ברכות דף נח.) חצבי לנהרא כגני לייא חרסים שבורים להיכן הולכין:
194,Pesachim,11,2,כל המנחות,למאן דאמר כלל ופרט המרוחקין אין דנין כו' - ופלוגתא היא במנחות בפרק כל המנחות באות מצה (מנחות דף נה:) ובבבא קמא בהחובל (בבא קמא דף פה.):
195,Pesachim,24,0,כל שעה,"משום דקשיא מותר - בפרק כל שעה מקשינן כל שעה שאוכל מאכיל מיבעי ליה ומותר משמע כל שעה שמותר אדם אחר לאכול מאכיל זה האסור לאכול ומדוחקא דהא קושיא אוקימנא כרבן גמליאל והכי קאמר כל שעה שמותר כהן לאכול בתרומה מאכיל ישראל חולין לבהמה אלמא סתמא לא כר""מ היא:"
196,Pesachim,25,3,התכלת,שתי הלחם של עצרת תלויין בשני כבשי שלמים - דכתיב (ויקרא כ״ג:י״ט-כ׳) ושני כבשים בני שנה לזבח השלמים והניף הכהן אותם על לחם הבכורים תנופה לפני ה' וגמרינן להו מלחמי תודה שאין קדושים אלא בזביחתה במנחות בפרק התכלת:
197,Pesachim,25,0,מרובה,"כאבוה - בב""ק בפרק מרובה (בבא קמא ד' עו:):"
198,Pesachim,33,1,שלשה מינין,בקרקע טהורין - ולקמן מתרגם ליה אמים ודאיכא רביעית דאיכא תורת מקוה עלה למחטין וצינורות דמדאורייתא לא מקבלי טומאה כדכתיב (ויקרא י״א:ל״ו) מקוה מים יהיה טהור ורביעית הויא מקוה מדאוריית' דכי כתיב ארבעים סאה באדם הוא דכתיבי דנפקא לן מאת כל בשרו מים שכל גופו עולה בהן אבל לכלים קטנים אין צריך אלא כדי שיתכסו במים ובציר מרביעית גמרא גמירי לה דלא חשיב למיהוי מקוה וכיון דבעלמא מדאורייתא לא מיטמו ורבנן הוא דבטלו רביעית דמקוה שלא יטבילו כלים בפחות מארבעים סאה כדאמרינן בנזיר (דף לח.) עשר רביעיות הן ופרכינן והא איכא רביעית דמקוה ומשנינן בר מינה דההיא דבטלו רבנן בפרק שלשה מינין ותניא נמי זה הכלל כל שאדם טובל בו ידים וכלים טובלי' בו וגזרו טומאה אף על המשקין שבקרקע כל כמה דהוי בציר מארבעים סאה והכא גבי מטבחיא אוקמוה אדאורייתא וטהורים:
199,Pesachim,35,0,כשם שהמים,שלישי שפסול בתרומה - לרבנן דפליגי אדר' עקיבא ונפקא לן בקל וחומר מטבול יום ומה טבול יום דמותר בחולין אסור בתרומה שני שפסול בחולין אינו דין שיעשה שלישי בתרומה במסכת סוטה בפרק כשם שהמים בודקין ובקודש דין הוא שיעשה בה רביעי מקל וחומר ממחוסר כפורים:
200,Pesachim,42,1,בהמה המקשה,"ור""מ - דנפקא ליה איסור הנאה בשאר איסורים מדפרט בנבילה בשלמא פרט היתר דטריפה לגופיה. איצטריך למיפרט בה היתר משום דאי לאו דפרט ביה הוה אמינא ליתסר בהנאה אלא אותו למה לי ומשני לאיסור הנאה חולין שנשחטו בעזרה דנפקא לן בהו איסור אכילה מדכתב (דברים יב) כי ירחק ממך המקום וזבחת ואכלת בריחוק מקום דהיינו חוץ למחנה שכינה אתה זובח ואוכל ואי אתה זובח ואוכל בקרוב מקום ומשום דאין מפורש בהן לאו בהדיא באכילה איצטריך למילף להו איסור הנאה מהכא והכי משמע אותו שנאסר משום חוץ למחיצה אתה משליך לכלב דהא מהאי קרא ובשר בשדה טרפה נפקא לן איסור מחיצה כגון הושיט העובר את ידו בשעת שחיטה בפרק בהמה המקשה לילד (חולין סח:) אבל יש לך אחר הנאסר משום מחיצה ואי אתה משליכו לכלב ואיזה זה זה חולין שנשחטו בעזרה:"
201,Pesachim,54,1,מי שאמר,חטאת העוף הבא על הספק - כגון הפילה ספק ולד ספק אינו ולד אינה אוכלת בקדשים שמא ולד הוא עד שתביא כפרתה העולה באה על תנאי אם ילדתי הרי היא לחובתי ואם לאו הרי היא נדבה וחטאת העוף מביאתו על הספק ואין כאן משום חולין בעזרה דמקראי נפיק במסכת נזיר בפרק מי שאמר (נזיר דף כט.) ואסורה באכילה שמא חולין היא ומליקתה שויה נבילה ופליגי בה רבי יהודה ורבנן בפרק בתרא דתמורה חטאת העוף הבא על הספק תשרף רבי יהודה אומר יטילנה לאמה:
202,Pesachim,60,0,שום היתומים,ואתי מלוה ופריק - מן ההקדש בדבר מועט כדי שלא יאמרו הקדש יוצא בלא פדיון וגובה חובו כדתנן בערכין בפרק שום היתומים הקדיש בתשעים מנה והיה חובו מאה מנה מוסיף מלוה זה על הלואתו דינר ופודה את הנכסים הללו מיד הקדש בדינר זה ונוטלן בחובו ודינר דיהיב מפרש טעמא התם שלא יאמרו הקדש יוצא בלא פדיון ואף על גב דאמר רבא (כתובות דף נט:) הקדש חמץ ושיחרור מפקיעין מידי שיעבוד דוקא קדושת הגוף קאמר רבא כגון קונמות או בהמה לקרבן או בגד שפירסו על המת כי ההיא דיבמות (דף סו:) גבי איצטלא דמילתא דפירסוה יתמי אמיתנא דהוה משתעבד לכתובת האשה דאמר רבא קנייא מיתנא אבל קדושת דמים לא אמרינן:
203,Pesachim,65,0,"יוה""כ","בכביצה נמי - דהא כי נפיק משקין מינייהו חסר ליה שיעוריה אוכל ומשקה מקבל טומאה בכל שהן אבל אין מטמא אחרים אלא אוכל כביצה ומשקה ברביעית והכי תניא בתורת כהנים מכל האוכל מלמד שמטמא בכל שהוא יכול יטמא לאחרים בכל שהוא ת""ל אשר יאכל אוכל הנאכל בבת אחת והיינו כביצה כדאמרינן בפרק יוה""כ (יומא פ.) אין בית הבליעה מחזקת יותר מביצת תרנגולת ואני שמעתי דאף לקבל טומאה בעי כביצה:"
204,Pesachim,75,0,שתי מדות,רביעית היא - חצי לוג שמן מביא לתודה וחוצהו חציו לעשר חלות ועשר רקיקין וחציו לרבוכה במסכת מנחות בפרק שתי מדות (מנחות דף פט.) ובנזירות לא היתה רבוכה אלא חלות ורקיקין ולא היה מביא אלא רביעית כדאמרינן נמי התם הלכך רביעית שמן לעשרים חלות גדולות שנעשות משבע עשרונות פחות שליש עשרון שזה הוא שיעורן כדאמרינן התם בהתודה אין כאן עושר:
205,Pesachim,109,2,רבי ישמעאל,"וכורכין את שמע - מפרש בגמרא: וקוצרין לא גרסינן דהא היתר גמור הוא דקיימא לן במנחות בפרק רבי ישמעאל (מנחות דף עא.) ממקום שאי אתה מביא אתה קוצר ותבואת יריחו של עמקים היא ואינה כשירה למנחות דתנן (שם פה.) אין מביאין סולת למנחה לא מבית השלחין ולא מבית העמק וכו' ולהכי אינה כשירה לעומר דאין מנחות באה ממנו דבעינן משבח ארץ ישראל דילפינן התם ג""ש ארץ ארץ:"
206,Pesachim,116,0,כל התדיר,וקיימא לן - בזבחים בפרק כל התדיר (זבחים דף צ.) דהאי בנין אב לא איצטריך אלא לחטאת העוף הבאה עם עולת בהמה כגון יולדת עשירה שמביאה עולתה בהמה וחטאתה עוף שתקדים חטאת לעולה:
207,Pesachim,127,0,בית שמאי,מאן תנא פסח בזריקה - למרחוק ולא בשפיכה בנחת מקריב הכלי לכותל המזבח דאיכא למאן דאמר בפרק בתרא (דף קכא.) פסח בשפיכה ורבי ישמעאל היא דמפיק ליה מודם זבחיך ישפך במסכת זבחים בפרק בית שמאי אין לך קרבן שצריך מתנה באצבע אלא חטאת בלבד אבל כל שאר קרבנות מתן דם על ידי זריקת כל הכלי:
208,Pesachim,128,0,המצניע,אחד זה ואחד זה - מכבד ומרבץ ורודה אבל מאידך לא קאמרי דתולדות אב מלאכה נינהו כדאמרינן בפרק המצניע רבי אליעזר משום הכי מחייב חולב משום מפרק מגבן משום בונה מחבץ משום בורר בהמצניע ומרבץ ומכבד מפרש התם משום אשוויי גומות:
209,Pesachim,129,0,דם שחיטה,דם שהנפש יוצאה בו - דם קילוח שה' דמים הם בפרק דם שחיטה:
210,Pesachim,129,1,כל הזבחים,אלא ר' יהודה לטעמיה דאמר אין דם מבטל דם - הלכך לא בטיל ההוא דאישתפיך ובכל פורתא דמטי מיניה למזבח זריקה היא ומיתכשר ומילתיה דרבי יהודה בזבחים בפרק כל הזבחים שנתערבו דקתני גבי דם זבחים דם שנתערב במים אם יש בו מראית דם כשר נתערב בדם בהמת חולין או בדם חיה רואין את הפסול כאילו היה מים ואם יש בכשר כדי להיות בהן מראית דם כשר ואם לאו פסול ר' יהודה אומר אין דם מבטל דם:
211,Pesachim,132,0,בנות כותים,לרבות טמא שרץ - לשילוח והוא הדין לנוגע בנבילה וכל טמאי מגע וכיון דכתב רבוייא לטמאי מגע לא איצטריך למיכתב זב דחמיר מטמא שרץ שהרי טומאה יוצאה עליו מגופו זב אינו מטמא מחמת אונס אם ראה מחמת מאכל ומשתה או חולי או קפיצה כדאמר במסכת נדה בפרק בנות כותים (נדה דף לה.) מבשרו ולא מחמת אונסו ומשנינן כי האי גוונא זב טמויי נמי מטמא כגון טומאת טמאי שרץ שאינו אלא טומאת ערב:
212,Pesachim,136,0,כל הצלמים,"אלא ודאי הזאת פסח אגמריה - ומאי גזירת שבות איכא בהזאה גזירה שמא יעבירנה בידו וכשהיה דן עליה עם ר' עקיבא שכח דבר זה מלמודו והכי נמי אמרינן בע""א בפרק כל הצלמים (עבודה זרה דף מו:) ר' אליעזר גמריה איעקר ליה ואתא ר' עקיבא לאדכוריה גמריה:"
213,Pesachim,136,1,האשה,"ענוש כרת - בשביל שהיה ראוי לתקן מו' שעות מזמן דשחיטת הפסח ולמעלה ולא ניתקן ולא דמי לטמא ושהיה בדרך רחוקה שאין יכולין לתקן באותן שש שעות ומיקמי הכי לא רמיא חיובא עלייהו אלמא אע""ג דלא חזיא רמיא מצוה עליה היכא דאפשר למיתקן והזאה נמי תדחה שבת דהא מצוה רמיא עליה ליתקן לכך ואי קשיא הא דקיימא לן (לקמן פסחים דף צב.) הפורש מן הערלה כפורש מן הקבר וצריך הזאה שלישי ושביעי ואפילו מל אינו ראוי הא אוקמינן לההיא בערל נכרי שנתגייר בפרק האשה:"
214,Pesachim,141,4,תמיד נשחט,ור' יהושע פוטר - דקסבר טעה בדבר מצוה ועשה מצוה כל דהו פטור מחיוב חטאת שבה וזה עשה מצוה שהקריב קרבן וכל הזבחים שנזבחו שלא לשמן כשירין ואף הנשחטין לשם הפסח ר' יהושע מכשיר להו בפרק תמיד נשחט (פסחים ד' סב:):
215,Pesachim,145,0,תמיד נשחט,אלא אמר רב פפא - לעולם לא בעי עקירה וסתמיה שלמים והא דקתני עלה דמתניתין בחול ישרף מיד ר' אליעזר הוא ומשום דשלמים הוא וכגון דשחטיה בהדיא לשם פסח ורבי אליעזר לטעמיה דאמר בפרק תמיד נשחט (פסחים דף סב:) שלמים ששחטן לשם פסח פסול:
216,Pesachim,146,1,מקום שנהגו,איזה גדי מקולס - דתנן בפרק מקום שנהגו (פסחים ד' נג.) שאסור לאכול צלי (בערבי) פסחים בזמן הזה במקום שלא נהגו:
217,Pesachim,148,0,כל שעה,לדברי האוסר - בפרק כל שעה (פסחים כו:) רבי אומר הפת אסורה:
218,Pesachim,151,0,הוציאו לו,כיון דקרבן ציבור הוא - אף על גב דכל יחיד ויחיד מיחייב קרי ליה קרבן ציבור משום דאתיא בכינופיא באסיפת חברים ברגל במסכת יומא בפרק הוציאו לו (יומא דף נא.):
219,Pesachim,159,0,האשה,"הניחא למאן דאמר - לקמן בפרק האשה (פסחים דף צ:): ה""ג אלא לאו בכהן:"
220,Pesachim,161,0,אלו עוברין,גמ' וכן מי שיצא - בפרק אלו עוברין:
221,Pesachim,161,3,כל שעה,שורפו במקומו - לא הטריחוהו לחזור ולשורפו בירושלים הואיל וכבר נתרחק הרבה ואף על גב דקיימא לן בפרק כל שעה (פסחים דף כד.) דבמקום אכילת קדשים שם שריפתן מבקדש באש תשרף:
222,Pesachim,168,0,בהמה המקשה,ולרבינא דאמר - בפרק בהמה המקשה (חולין דף עג.) לגבי מגע חיבור דאוכלים כמאן דמפרתי דמו ולא הוי חיבור ולא מגע בית הסתרים מיקרי:
223,Pesachim,168,0,כל שעה,הרי זה בלא תעשה - כדאמר בפרק כל שעה (לעיל פסחים כד.) לא יאכל כי קדש הם כל שבקדש פסול בא הכתוב ליתן לא תעשה על אכילתו אלמא יוצא חשיב ליה ואפי' הכי קתני טהור:
224,Pesachim,179,0,טבול יום,מתני' האונן - שמתו מוטל לפניו כדאמרי' בשחיטת קדשים בפרק טבול יום (זבחים דף ק:) איזהו אונן כל זמן שלא נקבר:
225,Pesachim,181,1,מי שהיה,"כתיב בשני חטאו ישא האיש ההוא - והכי משמע ליה קרא והאיש אשר הוא טהור ובדרך לא היה וחדל לעשות הפסח ראשון ונכרת כי קרבן ה' כו' כי לשון שימוש אי כשקרבן ה' לא הקריב במועדו בשני חטאו ישא והכי דריש בפרק מי שהיה טמא (לקמן פסחים צג.) אליבא דר""י א""נ קרבן ה' לא הקריב במועדו בשני חטאו ישא:"
226,Pesachim,185,1,האשה,והא טמא שרץ כו' - ופלוגתייהו בפרק האשה (לעיל פסחים דף צ:):
227,Pesachim,189,0,אלו דברים,מתני' לא יאכלו ממנו זבין - דגבי טמא לנפש כתיב איש איש נדחה ואין ציבור נידחין אבל גבי זיבה אף ציבור נדחין בפרק אלו דברים (לעיל פסחים דף סז.):
