,ref1,ref2,length,similarity
2834,Eruvin 45a:11,Ketubot 27a:5,88,0.7282051282051282
2835,Pesachim 86b:2,Sukkah 6b:8,62,0.921875
2836,Kiddushin 21a:5-6,Kiddushin 78a:12-13,150,0.39344262295081966
2837,Eruvin 31a:12-31b:2,Pesachim 35b:2-3,158,0.2751842751842752
2838,Pesachim 84a:14,Shevuot 3b:4-5,144,0.38513513513513514
2839,Bava Metzia 33a:16-17,Menachot 52b:9,95,0.4251207729468599
2840,Menachot 99b:10-12,Shabbat 133b:9-10,326,0.8333333333333334
2841,Rosh Hashanah 30a:5,Shevuot 36b:6,94,0.46
2842,Bava Metzia 113b:10,Taanit 26b:3,202,0.10022779043280182
2843,Makkot 16a:1,Sanhedrin 63a:27-28,121,0.4330708661417323
2844,Bava Batra 14b:8,Pesachim 87a:12-13,284,0.016194331983805668
2845,Rosh Hashanah 19b:2,Sukkah 46a:3,98,0.41975308641975306
2846,Bava Kamma 97a:7,Bava Metzia 99b:7,147,0.39572192513368987
2847,Shabbat 142a:14-15,Temurah 12a:9-10,140,0.38823529411764707
2848,Ketubot 2b:4,Pesachim 92b:10,124,0.6007604562737643
2849,Shabbat 134b:1,Shabbat 86a:2,213,0.17478991596638654
2850,Bava Metzia 10b:17,Bava Metzia 56b:6,117,0.029069767441860465
2851,Ketubot 107b:12,Ketubot 83a:7,93,0.7929515418502202
2852,Avodah Zarah 64a:2-3,Makkot 21b:5-7,107,0.25327510917030566
2853,Chullin 115b:6,Kiddushin 57b:9,100,0.8732394366197183
2854,Sanhedrin 61a:8-9,Zevachim 106a:15,153,0.8534201954397395
2855,Ketubot 13a:12,Ketubot 65b:6,145,0.5969230769230769
2856,Bava Batra 71a:2-3,Nazir 7b:5-6,146,0.5105105105105106
2857,Pesachim 21b:3,Pesachim 7a:2,103,0.7739463601532567
2858,Berakhot 55a:16,Menachot 20a:1,157,0.418732782369146
2859,Shevuot 21a:8-9,Temurah 3b:3-4,335,0.3905325443786982
2860,Eruvin 52a:13,Shabbat 39a:3,59,0.3891402714932127
2861,Chullin 13b:6,Chullin 5a:10,95,0.013333333333333334
2862,Berakhot 58a:9,Berakhot 9b:17,158,0.7107061503416856
2863,Nedarim 60b:3,Yevamot 109b:1,164,0.5602240896358543
2864,Bava Batra 67a:7,Kiddushin 27a:13,171,0.5131195335276968
2865,Sanhedrin 89a:15,Shabbat 149b:6,234,0.1303538175046555
2866,Bava Batra 102b:5-6,Berakhot 17b:10,46,0.19534883720930232
2867,Arakhin 16a:3,Bava Batra 164b:15,84,0.721030042918455
2868,Eruvin 82a:3,Sanhedrin 24b:15,76,0.8520710059171598
2869,Sanhedrin 52a:10,Shabbat 113b:13,89,0.5982905982905983
2870,Chullin 117a:14,Kiddushin 58a:8,92,0.7407407407407407
2871,Shabbat 153a:17-153b:1,Yevamot 113a:13,127,0.6718146718146718
2872,Ketubot 19b:7-8,Ketubot 22b:5-6,280,0.014084507042253521
2873,Berakhot 41b:6,Niddah 51b:18,85,0.3431151241534989
2874,Bava Kamma 25b:11,Shabbat 64a:19,177,0.8421052631578947
2875,Menachot 4b:6,Zevachim 115a:14,119,0.4015151515151515
2876,Chullin 113b:3,Chullin 61b:5,78,0.42045454545454547
2877,Niddah 18a:7,Niddah 27a:9,101,0.625
2878,Yoma 64a:5,Zevachim 59a:12,75,0.7472527472527473
2879,Kiddushin 42b:10,Zevachim 57a:3,106,0.6042553191489362
2880,Shabbat 127a:13,Yoma 75a:4,188,0.3323262839879154
2881,Arakhin 30a:2-3,Kiddushin 56b:1-2,147,0.6732673267326733
2882,Bekhorot 43a:19,Chullin 120a:27,93,0.8195121951219512
2883,Avodah Zarah 27a:10,Yevamot 71a:11,137,0.6480836236933798
2884,Bava Batra 15b:8,Berakhot 7a:24,64,0.5898617511520737
2885,Bava Kamma 69a:11,Bekhorot 24a:16,113,0.6726190476190477
2886,Sanhedrin 86b:4,Shevuot 4a:7,144,0.5981873111782477
2887,Eruvin 62a:4,Eruvin 75a:1,73,0.5235602094240838
2888,Eruvin 76a:4,Shabbat 34a:8,195,0.9481481481481482
2889,Bava Kamma 59a:6,Bava Kamma 6b:12-13,103,0.6096654275092936
2890,Arakhin 21a:5,Bava Kamma 40a:16,98,0.7342995169082126
2891,Pesachim 26a:12-13,Yoma 12b:10,100,0.5266457680250783
2892,Niddah 16a:14,Niddah 9a:6-7,163,0.06326034063260341
2893,Gittin 9a:6-7,Kiddushin 73b:13,73,0.5668016194331984
2894,Berakhot 39b:5,Shabbat 124a:14,138,0.24262295081967214
2895,Bava Kamma 45b:12,Menachot 34a:9,190,0.5099009900990099
2896,Keritot 15b:9,Keritot 17a:20,114,0.4280936454849498
2897,Menachot 79b:13,Zevachim 111b:17,185,0.04113110539845758
2898,Berakhot 49b:9-11,Pesachim 49b:16-50a:2,65,0.278372591006424
2899,Berakhot 53b:7-8,Shabbat 77b:2,74,0.9102564102564102
2900,Avodah Zarah 8b:5,Megillah 12a:6,124,0.5273972602739726
2901,Chagigah 23a:14,Yoma 2a:4,94,0.7811158798283262
2902,Niddah 49b:10-11,Shabbat 59a:3,151,0.7293447293447294
2903,Gittin 66b:3-4,Gittin 77a:3-4,210,0.0867579908675799
2904,Chullin 24b:7,Tamid 27a:9,135,0.9520295202952029
2905,Bava Kamma 64b:5,Bekhorot 51a:13,168,0.45604395604395603
2906,Bava Kamma 95a:2,Gittin 55a:4,57,0.46153846153846156
2907,Bava Batra 41b:2-3,Sanhedrin 31a:4-5,156,0.03608247422680412
2908,Chullin 122b:6,Menachot 26b:2,101,0.6445497630331753
2909,Eruvin 17b:12,Sanhedrin 86b:4,101,0.7591836734693878
2910,Menachot 65a:2,Sanhedrin 17a:21,146,0.7368421052631579
2911,Chullin 119b:18,Chullin 124a:18,68,0.7398843930635838
2912,Nedarim 32a:1-2,Yevamot 80b:3,114,0.3642611683848797
2913,Avodah Zarah 46a:9-10,Kiddushin 78a:12-13,31,0.2430939226519337
2914,Berakhot 5a:8,Shabbat 127a:13,225,0.01430615164520744
2915,Bava Kamma 32b:21,Ketubot 16b:8,83,0.6826347305389222
2916,Menachot 16b:6-7,Zevachim 42b:5-6,138,0.9175627240143369
2917,Nazir 65b:6,Niddah 19a:10-11,121,0.6825938566552902
2918,Bava Kamma 112a:10,Chullin 126b:17,79,0.7674418604651163
2919,Menachot 83b:2,Zevachim 8b:5,100,0.7570093457943925
2920,Chullin 21a:16-21b:1,Menachot 83a:10,101,0.5609065155807366
2921,Temurah 19a:2,Temurah 28a:7,93,0.42448979591836733
2922,Pesachim 85a:2,Zevachim 97b:5,119,0.5799256505576208
2923,Ketubot 27a:8,Niddah 13a:22,144,0.547550432276657
2924,Bava Batra 136a:8-9,Gittin 72a:18-19,243,0.0067226890756302525
2925,Eruvin 77a:4,Eruvin 85b:5,145,0.8306709265175719
2926,Chagigah 23b:8,Yoma 48a:10,92,0.7699530516431925
2927,Gittin 3b:3-4,Gittin 86a:4-6,300,0.5041459369817579
2928,Chullin 113a:18-19,Chullin 116a:10-11,191,0.37881219903691815
2929,Kiddushin 48a:9-10,Kiddushin 9a:13-9b:2,196,0.683111954459203
2930,Bava Batra 60b:18,Taanit 30b:4,65,0.20565552699228792
2931,Makkot 16a:1,Pesachim 84a:14,133,0.4620938628158845
2932,Shabbat 69a:4,Yoma 80a:7-8,148,0.6075268817204301
2933,Berakhot 21b:4-5,Megillah 23b:6-7,237,0.5987780040733197
2934,Bava Batra 10a:13,Eruvin 54a:8,195,0.5
2935,Yevamot 87b:9,Yevamot 92a:12,130,0.6488294314381271
2936,Sanhedrin 67b:4,Sanhedrin 72b:10,91,0.6417112299465241
2937,Bava Batra 111b:4,Niddah 23b:3,89,0.651685393258427
2938,Zevachim 49b:6,Zevachim 55a:2,69,0.7182320441988951
2939,Sanhedrin 83a:9,Zevachim 11b:6,154,0.7884615384615384
2940,Menachot 89a:7,Niddah 72b:15,162,0.8465909090909091
2941,Keritot 3b:20-21,Sanhedrin 65a:11,44,0.4444444444444444
2942,Chullin 81a:5,Meilah 12a:7,144,0.5408805031446541
2943,Shabbat 136a:8-9,Zevachim 70a:7,130,0.5286783042394015
2944,Bekhorot 45a:10,Niddah 49b:5,114,0.4098939929328622
2945,Avodah Zarah 35b:4-5,Niddah 8b:5,99,0.5802047781569966
2946,Menachot 26a:12-13,Pesachim 79a:12-13,236,0.24462809917355371
2947,Bekhorot 49a:11,Kiddushin 29a:18,104,0.6378737541528239
2948,Eruvin 21b:23,Yevamot 21a:9,121,0.8593155893536122
2949,Bava Metzia 21a:12,Yevamot 114a:11,73,0.44144144144144143
2950,Chullin 39a:2-3,Sanhedrin 60b:20-61a:2,102,0.708029197080292
2951,Zevachim 54a:2,Zevachim 64b:13,90,0.5543859649122806
2952,Gittin 60a:10,Yoma 37a:6,98,0.4236111111111111
2953,Chullin 50b:5,Chullin 52b:7,168,0.6198830409356725
2954,Eruvin 4b:11-13,Sukkah 6b:2-4,150,0.8249258160237388
2955,Arakhin 15b:27,Bava Batra 39a:8-39b:1,78,0.26506024096385544
2956,Sanhedrin 112a:6,Sanhedrin 16a:5,211,0.008988764044943821
2957,Chullin 118b:15-16,Shabbat 32b:4,89,0.5682656826568265
2958,Gittin 76a:5-6,Zevachim 46a:7-8,138,0.4386792452830189
2959,Shabbat 51b:6-7,Shabbat 56b:20-57a:1,125,0.7792207792207793
2960,Ketubot 83a:3,Kiddushin 19b:12,170,0.4536082474226804
2961,Bekhorot 52b:12,Bekhorot 57a:1-2,115,0.4
2962,Sanhedrin 29a:17,Sanhedrin 42a:19,87,0.8075117370892019
2963,Menachot 15a:1,Pesachim 80b:4,68,0.3346613545816733
2964,Beitzah 20b:9,Sanhedrin 36a:4,75,0.4251207729468599
2965,Bava Metzia 37b:11,Eruvin 40a:15-16,171,0.08845208845208845
2966,Sotah 3b:4,Yevamot 78b:2,151,0.12121212121212122
2967,Bava Kamma 91b:2,Shevuot 27a:4,150,0.68
2968,Yoma 45b:1-2,Zevachim 83b:6,191,0.6875
2969,Berakhot 33b:22-23,Megillah 25a:8-9,319,0.33936022253129344
2970,Bava Batra 139a:19,Ketubot 49b:10-11,205,0.7541766109785203
2971,Bava Batra 11a:2,Sanhedrin 37a:13,149,0.23895253682487724
2972,Menachot 21a:14,Zevachim 35a:8,94,0.5929203539823009
2973,Yevamot 118b:11,Yevamot 38b:10,86,0.47619047619047616
2974,Eruvin 4b:7,Niddah 67a:9-67b:1,106,0.639269406392694
2975,Ketubot 6a:7,Niddah 5a:9,113,0.3875432525951557
2976,Bekhorot 38a:12,Shabbat 48b:9,59,0.6578947368421053
2977,Bava Kamma 15b:27,Bava Kamma 36b:9,85,0.8461538461538461
2978,Bava Kamma 64b:5,Shevuot 37b:16,156,0.3888888888888889
2979,Bekhorot 32a:20,Niddah 22b:16,77,0.9935483870967742
2980,Chagigah 6a:17-6b:1,Sotah 37b:3,151,0.7683923705722071
2981,Chullin 5a:8,Shevuot 29a:14,94,0.6428571428571429
2982,Avodah Zarah 46a:9-10,Kiddushin 21a:5-6,31,0.016260162601626018
2983,Gittin 6a:13,Kiddushin 72a:2,118,0.9149797570850202
2984,Menachot 59a:2-4,Menachot 72b:19,135,0.5818181818181818
2985,Avodah Zarah 43b:19,Avodah Zarah 48b:13,104,0.8810572687224669
2986,Megillah 12a:8,Sanhedrin 94a:14,153,0.54
2987,Bava Metzia 32a:15,Menachot 55b:13,93,0.4818181818181818
2988,Chullin 24a:2-4,Kiddushin 14a:11-14,325,0.04229607250755287
2989,Pesachim 15b:14,Pesachim 20b:8,111,0.8032786885245902
2990,Kiddushin 28b:6,Nazir 55a:4,55,0.422360248447205
2991,Bava Batra 129b:11-130a:2,Nedarim 87a:8,47,0.7130434782608696
2992,Shabbat 22a:6,Shabbat 29b:9,117,0.48344370860927155
2993,Chullin 114a:16-17,Sotah 29b:5-6,147,0.4623115577889447
2994,Eruvin 10b:3,Eruvin 16b:18,108,0.6422018348623854
2995,Sanhedrin 40a:13,Sanhedrin 5b:12,197,0.05
2996,Beitzah 36a:21,Shabbat 103a:7,81,0.44594594594594594
2997,Shevuot 37b:13-14,Sukkah 50b:7,162,0.7195121951219512
2998,Niddah 41a:8,Temurah 28b:11,118,0.40816326530612246
2999,Chullin 106a:8,Eruvin 52a:13,59,0.33948339483394835
3000,Kiddushin 25a:20,Menachot 18b:2,82,0.9005847953216374
3001,Bava Batra 13a:4,Yevamot 100a:9,140,0.36649214659685864
3002,Pesachim 101a:7-8,Shabbat 40a:6,174,0.6933333333333334
3003,Eruvin 10a:5-7,Eruvin 66b:1-2,174,0.5276595744680851
3004,Makkot 2b:7,Pesachim 84a:14,82,0.4336283185840708
3005,Bava Metzia 117b:2,Bava Metzia 78b:2-3,124,0.6043613707165109
3006,Bekhorot 47a:17,Yevamot 100a:14,166,0.0215633423180593
3007,Shabbat 153b:2,Yevamot 113a:12,151,0.8753993610223643
3008,Bava Metzia 94a:4,Gittin 84b:4,72,0.8979591836734694
3009,Ketubot 46a:5,Sanhedrin 71b:3,68,0.7472527472527473
3010,Gittin 72b:18,Kiddushin 44b:2,160,0.05102040816326531
3011,Sotah 2a:12-2b:2,Sotah 31b:10-13,194,0.14107883817427386
3012,Bava Metzia 25a:12,Shabbat 50a:2,86,0.3225806451612903
3013,Eruvin 74a:3,Eruvin 91a:12,153,0.5794392523364486
3014,Avodah Zarah 75b:21-76a:1,Pesachim 44b:15,48,0.6301369863013698
3015,Bava Kamma 83b:20,Chagigah 11a:8,127,0.5594405594405595
3016,Menachot 17a:2,Zevachim 28a:11,110,0.5614035087719298
3017,Bava Kamma 51a:28,Bava Kamma 53b:9,108,0.5838926174496645
3018,Bava Kamma 62b:15,Bava Metzia 56b:2,114,0.016216216216216217
3019,Keritot 9b:6-7,Nazir 18a:7,119,0.963265306122449
3020,Shabbat 105b:7,Shabbat 141b:26,117,0.4797297297297297
3021,Meilah 2a:3,Menachot 102a:13,87,0.7956989247311828
3022,Chullin 82a:12,Keritot 15a:1,85,0.9826589595375722
3023,Menachot 25a:2-3,Zevachim 23a:11-23b:2,116,0.7357859531772575
3024,Bava Metzia 22b:3-4,Kiddushin 59b:2-3,75,0.6111111111111112
3025,Beitzah 23b:7,Menachot 41b:10,71,0.7540983606557377
3026,Sanhedrin 81b:8,Yoma 58b:13,107,0.7289719626168224
3027,Shabbat 133a:3,Shabbat 75a:6,180,0.47317073170731705
3028,Pesachim 75b:7,Shabbat 74b:8,206,0.25287356321839083
3029,Pesachim 78a:15,Zevachim 104a:4-5,262,0.03717472118959108
3030,Bava Metzia 100b:17,Shevuot 42b:14,183,0.9539295392953929
3031,Zevachim 26a:22,Zevachim 32a:3,149,0.8562091503267973
3032,Avodah Zarah 38b:12,Avodah Zarah 68b:11-12,104,0.31336405529953915
3033,Eruvin 84a:13-14,Ketubot 84a:13-14,154,0.05357142857142857
3034,Eruvin 79b:13,Pesachim 107a:11,98,0.49137931034482757
3035,Pesachim 73a:12,Temurah 20b:5,122,0.8377358490566038
3036,Beitzah 33b:7-8,Pesachim 65a:5-6,190,0.4497444633730835
3037,Bava Batra 60b:13,Horayot 3b:6,158,0.44321329639889195
3038,Makkot 19a:9-19b:2,Zevachim 60b:8-12,252,0.4201388888888889
3039,Menachot 78a:3-4,Zevachim 57a:17-18,122,0.5051903114186851
3040,Meilah 9a:3,Menachot 59b:15,88,0.5378151260504201
3041,Menachot 56a:4-8,Zevachim 48b:11-15,531,0.48080438756855576
3042,Makkot 6b:10,Sanhedrin 8b:6,128,0.8243243243243243
3043,Kiddushin 42b:10-11,Pesachim 45a:1-2,171,0.5047169811320755
3044,Yevamot 37b:5,Yoma 18b:3,125,0.029498525073746312
3045,Yevamot 71a:3,Zevachim 22b:6,143,0.75
3046,Sukkah 46a:13,Yoma 86b:5,103,0.3653250773993808
3047,Bava Batra 169b:15,Sanhedrin 23b:16,81,0.9090909090909091
3048,Avodah Zarah 74b:2,Bava Batra 146a:4,127,0.7285223367697594
3049,Chullin 45b:9,Shabbat 53a:7,94,0.8
3050,Gittin 46b:7-8,Ketubot 24a:8,192,0.4778761061946903
3051,Avodah Zarah 14a:1-2,Niddah 62a:7,141,0.0056657223796034
3052,Bava Batra 92b:10,Kiddushin 11a:3,81,0.644808743169399
3053,Meilah 10a:6,Zevachim 109b:4,114,0.5387205387205387
3054,Kiddushin 36b:5-6,Menachot 61a:16-61b:1,158,0.8670520231213873
3055,Zevachim 3b:11,Zevachim 9b:22,113,0.47619047619047616
3056,Bekhorot 25a:3,Shabbat 143a:10,85,0.9883720930232558
3057,Moed Katan 15a:4,Taanit 14b:10,142,0.4123076923076923
3058,Chullin 134a:16,Menachot 67a:2,78,0.6740331491712708
3059,Kiddushin 42b:10,Zevachim 23b:11-24a:1,102,0.6666666666666666
3060,Bava Metzia 44a:10-11,Gittin 38a:1,97,0.39662447257383965
3061,Moed Katan 26a:21,Shabbat 140a:18,177,0.624
3062,Bava Batra 28a:1,Bava Batra 68a:8,162,0.019464720194647202
3063,Bekhorot 18b:14-15,Bekhorot 48b:12-13,199,0.5080645161290323
3064,Gittin 78a:4,Kiddushin 25b:6,87,0.5858585858585859
3065,Eruvin 10a:5,Eruvin 15a:16-17,68,0.18137254901960784
3066,Bava Kamma 114b:23-24,Ketubot 27b:16,254,0.15087040618955513
3067,Horayot 5a:10,Keritot 19a:17,52,0.4880382775119617
3068,Shevuot 14a:15,Shevuot 16a:8,141,0.06
3069,Bava Metzia 3a:14,Bava Metzia 5a:7,119,0.7709923664122137
3070,Avodah Zarah 2a:5,Avodah Zarah 4b:15,181,0.7467362924281984
3071,Arakhin 26b:19-20,Gittin 47b:8,109,0.6457399103139013
3072,Bava Metzia 33a:16-17,Shabbat 156b:10,95,0.012422360248447204
3073,Menachot 57b:12,Zevachim 115b:2,138,0.8251748251748252
3074,Bava Batra 100a:2-3,Eruvin 94a:11-12,126,0.5533596837944664
3075,Bekhorot 17a:6,Chullin 137a:10,102,0.7837837837837838
3076,Yoma 3a:4,Yoma 70b:9,171,0.789873417721519
3077,Beitzah 27b:3,Menachot 56b:8,205,0.4733178654292343
3078,Nedarim 84b:9-85a:2,Pesachim 46b:2-3,254,0.03435114503816794
3079,Bekhorot 6a:2-3,Yevamot 7a:8,124,0.527536231884058
3080,Bava Batra 99a:6,Yoma 3b:3,169,0.6194225721784777
3081,Chullin 56a:6,Shabbat 63b:17,149,0.5483870967741935
3082,Berakhot 40b:4,Eruvin 17a:11,107,0.626984126984127
3083,Shabbat 94a:2,Shevuot 26b:4,142,0.34913793103448276
3084,Bava Kamma 69b:5,Bekhorot 57a:1,69,0.8466257668711656
3085,Menachot 29b:3,Shabbat 89a:5,211,0.33482142857142855
3086,Chullin 42b:8,Chullin 52a:20,114,0.7847222222222222
3087,Kiddushin 37b:6,Zevachim 57a:3,87,0.6321243523316062
3088,Pesachim 68a:17,Shabbat 151b:12,110,0.6086956521739131
3089,Eruvin 35b:13,Yevamot 31a:9,97,0.6142322097378277
3090,Chullin 91a:8,Zevachim 29b:9,97,0.5281385281385281
3091,Kiddushin 51b:11,Yevamot 23b:7,89,0.9613259668508287
3092,Pesachim 52b:8,Sukkah 45a:1,106,0.4339622641509434
3093,Sanhedrin 51a:1-2,Sanhedrin 76a:17-18,158,0.5671641791044776
3094,Nazir 4a:10-11,Nazir 7a:13-14,254,0.3568904593639576
3095,Arakhin 6b:16-17,Bava Metzia 15a:4,81,0.2923076923076923
3096,Arakhin 3a:4-5,Niddah 32b:6-7,316,0.024242424242424242
3097,Kiddushin 36b:3,Zevachim 48b:15,127,0.6101694915254238
3098,Berakhot 57b:21,Megillah 10b:22,83,0.228287841191067
3099,Megillah 22a:2-11,Taanit 27b:10-15,788,0.00857843137254902
3100,Ketubot 74a:13-74b:1,Yevamot 100b:19-20,200,0.7517401392111369
3101,Niddah 45b:2,Yevamot 100b:17,104,0.03580562659846547
3102,Sanhedrin 41a:13,Sanhedrin 78a:10,113,0.689922480620155
3103,Zevachim 44a:5,Zevachim 57a:7,113,0.22929936305732485
3104,Chullin 139a:11-12,Keritot 18b:22-23,209,0.011695906432748537
3105,Makkot 15a:2-3,Temurah 5a:4,127,0.6537216828478964
3106,Menachot 9a:4,Sotah 14b:9-11,153,0.46254071661237783
3107,Keritot 4b:30,Pesachim 24a:12,103,0.5224489795918368
3108,Bava Kamma 7a:9,Gittin 48b:14,160,0.696969696969697
3109,Beitzah 27b:3,Bekhorot 33b:21-34a:1,198,0.6997518610421837
3110,Niddah 60b:7,Sukkah 16a:3,88,0.6118721461187214
3111,Niddah 65b:13,Yoma 43b:4,125,0.6377952755905512
3112,Chullin 85a:14,Menachot 4a:11,76,0.967741935483871
3113,Bava Kamma 68b:13,Bava Metzia 7a:5,132,0.726643598615917
3114,Chullin 115b:17,Zevachim 60b:5-6,70,0.7466666666666667
3115,Avodah Zarah 68a:12,Temurah 12a:13,209,0.24770642201834864
3116,Kiddushin 58a:2,Pesachim 21b:11-22a:1,120,0.06741573033707865
3117,Bava Kamma 74b:9,Sanhedrin 86b:4,137,0.7686832740213523
3118,Niddah 54b:11,Niddah 56a:18,98,0.51985559566787
3119,Berakhot 28a:6,Yoma 54a:6,88,0.4256410256410256
3120,Niddah 24b:2-3,Shabbat 135a:11,149,0.4049382716049383
3121,Bava Batra 27b:3-4,Chullin 135b:3,74,0.4016393442622951
3122,Eruvin 3b:12,Sukkah 7b:11,63,0.7425149700598802
3123,Pesachim 83a:10,Zevachim 93a:12,154,0.40749414519906324
3124,Ketubot 99b:2-3,Meilah 21b:7,121,0.7294117647058823
3125,Eruvin 35b:11,Niddah 4a:7-8,114,0.9377593360995851
3126,Kiddushin 78a:10,Yevamot 57a:8,121,0.28363636363636363
3127,Ketubot 103a:11,Ketubot 52b:8,249,0.03137254901960784
3128,Chullin 60b:4,Shevuot 9a:7,133,0.7112462006079028
3129,Bava Metzia 91a:1,Makkot 16a:1,115,0.27419354838709675
3130,Pesachim 8a:18-8b:1,Rosh Hashanah 4a:2,119,0.6980392156862745
3131,Pesachim 59b:4,Yoma 68b:19,103,0.6356589147286822
3132,Shevuot 21b:11,Shevuot 23b:13-14,188,0.22181818181818183
3133,Bava Kamma 84b:7,Gittin 88b:12,97,0.7142857142857143
3134,Bava Metzia 107a:10,Rosh Hashanah 28a:8,87,0.415929203539823
3135,Bava Kamma 3a:6,Zevachim 82b:12,83,0.1935483870967742
3136,Kiddushin 48a:2,Sukkah 6b:12,99,0.624
3137,Berakhot 36a:13-14,Berakhot 38b:4,142,0.1687344913151365
3138,Arakhin 10b:3,Pesachim 95b:2,138,0.6496815286624203
3139,Pesachim 59b:4,Yevamot 40a:3,78,0.7071823204419889
3140,Taanit 20a:14,Yoma 21a:5-6,229,0.011494252873563218
3141,Chullin 29a:2,Pesachim 79b:18,110,0.03205128205128205
3142,Keritot 5a:15-16,Yevamot 3a:2-3,59,0.8787878787878788
3143,Bava Batra 142a:2-3,Eruvin 32a:1-2,103,0.37344398340248963
3144,Arakhin 31b:4,Yoma 64b:3,130,0.47619047619047616
3145,Beitzah 8b:7,Shabbat 133a:13,62,0.7346938775510204
3146,Bava Metzia 100b:6,Bava Metzia 5a:13,105,0.7636363636363637
3147,Beitzah 10a:14-16,Eruvin 68a:8-10,222,0.8879668049792531
3148,Bava Kamma 105b:25-106a:1,Bava Metzia 5b:12,46,0.7479674796747967
3149,Berakhot 14b:16,Sukkah 26a:2,217,0.0625
3150,Bava Kamma 73b:3,Temurah 25a:13,140,0.7588652482269503
3151,Arakhin 14b:16,Zevachim 57a:3,106,0.6666666666666666
3152,Bava Metzia 3a:2,Bava Metzia 5b:8,149,0.7892976588628763
3153,Shabbat 136a:10,Yevamot 108a:6,104,0.3115264797507788
3154,Makkot 14b:5,Yevamot 54a:11,119,0.48466257668711654
3155,Bekhorot 51a:13,Shevuot 37b:15-16,196,0.7918367346938775
3156,Sanhedrin 2a:11,Sanhedrin 42a:13,197,0.29130434782608694
3157,Zevachim 106a:10,Zevachim 108a:6,122,0.3726235741444867
3158,Shabbat 92b:3,Yevamot 108b:5-6,313,0.03298350824587706
3159,Bava Batra 143a:5-6,Yevamot 89b:2-3,37,0.046875
3160,Bava Kamma 88a:10,Menachot 6a:4,142,0.64375
3161,Bava Metzia 33b:13,Gittin 13b:11,97,0.5726495726495726
3162,Zevachim 112a:13,Zevachim 84a:14,88,0.6703296703296703
3163,Gittin 49a:1-2,Makkot 2b:11-12,178,0.5670886075949367
3164,Yevamot 90a:8,Yoma 7a:8,164,0.7138810198300283
3165,Avodah Zarah 20a:2,Sanhedrin 76a:24,49,0.4666666666666667
3166,Shabbat 146b:5,Shabbat 48a:11,121,0.703125
3167,Bava Kamma 70b:7-9,Sanhedrin 30b:12-13,82,0.39631336405529954
3168,Kiddushin 77b:11,Yevamot 95b:2,113,0.3881856540084388
3169,Chullin 79a:6,Chullin 91a:4,100,0.5627705627705628
3170,Chullin 121a:18,Zevachim 105a:9,130,0.5754385964912281
3171,Gittin 65a:9,Kiddushin 44b:4,103,0.6570048309178744
3172,Chullin 85b:10-11,Menachot 39b:9,152,0.37861915367483295
3173,Temurah 6b:13,Yoma 63b:11-12,68,0.6285714285714286
3174,Berakhot 2b:8-10,Megillah 20b:4-5,246,0.02710843373493976
3175,Bekhorot 36b:20,Chullin 18b:5,156,0.5862068965517241
3176,Eruvin 87a:9,Sukkah 16a:11,143,0.5279503105590062
3177,Sotah 28b:4,Sukkah 42a:12,138,0.532051282051282
3178,Chullin 25a:7-8,Zevachim 3b:17-19,126,0.8782287822878229
3179,Berakhot 5a:8,Yoma 75a:4,188,0.6053268765133172
3180,Ketubot 6a:4,Shabbat 143a:10,85,0.9883720930232558
3181,Bava Kamma 13a:7,Bekhorot 32a:7,111,0.759825327510917
3182,Bava Batra 6b:10,Beitzah 16b:4,126,0.42483660130718953
3183,Menachot 21b:4,Menachot 26b:13,111,0.4233983286908078
3184,Meilah 13b:7-9,Zevachim 110b:4,219,0.051470588235294115
3185,Avodah Zarah 55a:10-11,Yoma 38b:16,102,0.7611336032388664
3186,Menachot 61a:6-7,Sukkah 37b:9,150,0.675531914893617
3187,Shabbat 125b:3,Shabbat 142b:3,118,0.467966573816156
3188,Keritot 19b:3-4,Pesachim 33a:7,200,0.07100591715976332
3189,Bekhorot 49a:7-8,Zevachim 57a:3,106,0.6833333333333333
3190,Bava Batra 115b:4-5,Pesachim 54a:15-16,139,0.03070175438596491
3191,Chullin 117a:14,Nazir 37b:7,92,0.6990291262135923
3192,Bava Batra 142b:7,Yevamot 67a:11,108,0.6494464944649446
3193,Bekhorot 42a:8-9,Temurah 11a:9,137,0.8600682593856656
3194,Eruvin 27a:5,Shabbat 62a:12,102,0.32941176470588235
3195,Bava Metzia 30a:16,Shabbat 25a:1,63,0.46078431372549017
3196,Eruvin 12a:17,Shabbat 101a:5-101b:1,115,0.46277665995975853
3197,Bekhorot 36a:18,Rosh Hashanah 22b:6,228,0.23917525773195877
3198,Avodah Zarah 16a:7-8,Eruvin 78b:7-8,54,0.35555555555555557
3199,Gittin 23a:13,Megillah 19b:6,58,0.5822784810126582
3200,Meilah 9a:3,Zevachim 28a:11,110,0.6461538461538462
3201,Makkot 9b:7,Sanhedrin 15a:6,88,0.512396694214876
3202,Eruvin 105a:8,Eruvin 52b:6,112,0.43448275862068964
3203,Bava Batra 144a:9,Gittin 14a:4,185,0.8333333333333334
3204,Bekhorot 47a:20,Yevamot 91a:2,106,0.6543778801843319
3205,Rosh Hashanah 19b:14,Rosh Hashanah 6b:10,114,0.36683417085427134
3206,Pesachim 5a:18-19,Zevachim 37a:6-7,83,0.3109919571045576
3207,Kiddushin 72b:7,Sukkah 53b:4-5,140,0.7120743034055728
