,Masechet,Daf,Loc,Text
105,Menachot,35b,"6,1","ונוייהן לבר - השם יהא נראה מבחוץ לשון אחר נוייהן של רצועות שהן חלוקות מצד א' וצבועות שחורות והוא נוייהן וראיה לדבר מדאמרינן איתהפיכא ליה רצועה דתפילין א""ל ולא סבר לה מר ונוייהן לבר והכי אמרינן לעיל שמבפנים מאי גנאי ודבר אחר איכא זימנין דמתהפכין אלמא כה""ג הוי מתהפכין שנהפך צד הרצועה התחתון למעלה ונראה:"
106,Menachot,35b,"8,1","כלפי פנים - ממול עורף ולא בצידי הראש ל""א כלפי פנים שיהא הקשר מבפנים והנוי של דל""ת מבחוץ כדאמרן ונוייהן לבר:"
107,Menachot,37a,"2,0","מידכה בה' - מדכתיב בה""י כהה משמע לשון נקיבה שמע מינה בשמאל קאמר דאין בה כח כנקיבה ל""א ידכה יד כהה עמיא בלא כח:"
108,Menachot,39b,"2,2","ופותליהו מתוכו - אותו חוט שכרך בו יהא מן המנין. ל""א ופותליהו מתוכו תנה פתיל ענף למטה:"
109,Menachot,41a,"6,0","דנקטה בסיכי - ברוק""ש ל""א תפירה רחבה בשטי""ר וקשיא לי הא דאמר בסוף הקומץ (לעיל מנחות לז: ע""ש) האי מאן דחייטיה לגלימא כו':"
110,Menachot,42a,"3,1","גדיל - חוט עבה וחזק בבגד תחילה כדי שלא יהא נוח ליקרע. ל""א גדיל אלו הן חוטין שבשפתי שני הצדדים וקורין אוריל""ש:"
111,Menachot,42b,"6,0","עשאה לציצית מן הקוצים - הנקצצים היינו חוטין התלויין בכל היריעה שקורין פרוקי""ש וקוצצין אותם מן הבגד. ל""א להכי קרי להו הוצין שיוצאין מן הבגד כהוצין:"
112,Menachot,43a,"0,0","בן ארבעים יום - מתינוק בן ארבעים ל""א שעברו מ' יום משיצאו מגוף האדם (נתקלקל):"
113,Menachot,43a,"2,0","מאי אין לה בדיקה דקאמר נמי אטעימה - אין אדם יכול לבדוק הצמר אם לשם תכלת נצבע אם לטעימה לשם ניסיון ואמרו לעיל דטעימה פסולה ל""א אטעימה וה""ק אין בודקין יורה של תכלת בטעימה שלא יפסל כל היורה אלא שקיל בביעתא כדמפרש לעיל:"
114,Menachot,43a,"9,1","משום זונה - דלמא הויא ליה זונה ישראלית וסבורה ישראל הוא ותבעל ליה ועברין משום לא תתחתן בם (דברים ז׳:ב׳-ג׳) ל""א משום זונה עובדת כוכבים דלמא יהיב לה ההוא עובד כוכבים באתננה ואמרה כי ישראל נתנה לי ואתי למחשדיה:"
115,Menachot,43b,"6,0","כיון דנתחייב במצוה זו - שהאיר היום נתחייב בכל המצות דרוב מצות נוהגות ביום ור""ש היא ל""א כיון שנתחייב אדם שהגיע לכלל מצוה דהיינו י""ג שנה נתחייב בכל המצות ולהכי אתא עיקר מילתא:"
116,Menachot,43b,"17,0","כולי האי נמי - דמשבחת נפשך דאינך עם הארץ ל""א כולי האי נמי בשלמא עובד כוכבים ואשה הואיל ולא בני מצוה נינהו שפיר מברכת אלא בור בר מצות הוא:"
117,Menachot,43b,"17,2","היינו אשה - דאשה נמי שפחה לבעלה כעבד לרבו ל""א היינו אשה דלענין מצות אשה ועבד שוין דגמרינן לה לה (חגיגה דף ד.):"
118,Menachot,44a,"0,0","זיל טפי - אפ""ה מזולזל העבד יותר מן האשה ל""א זיל טפי כלומר זיל והוסיף ובירך שלא עשאני עבד כדי להשלים:"
119,Menachot,44a,"5,0","גפה של רומי - נשבעה בחיי המלך שהוא שרה של רומי ל""א ע""ז:"
120,Menachot,44a,"15,0","בשמונה עשה - ד' פרשיות יש בהן ואכל חדא קיימי תרי עשה וקשרתם לאות והיו לטוטפו' (דברים י״א:י״ח) ל""א בוהיה כי יביאך (שמות י״ג:י׳) כתיב והיה כי יביאך לאות וגו' ושמרת את החוקה וגו' ובסוף הפרשה כתיב והיה לאות וגו' הרי ג' ובק""ש (דברים ו׳:ח׳) וקשרתם לאות והיו לטוטפות וכן בוהיה אם שמוע (שם יא) תרי הרי ז' ושמתם את דברי אלה דדרשינן בפר' הקומץ [רבה] (לעיל מנחות דף לז:) דבתפילין קמישתעי שתהא שימה כנגד הלב הרי ח':"
121,Menachot,48a,"9,1","הפסדת את האחרונים - כדאמר לעיל (מנחות דף מז:) אין לך דבר שנראה לשמן ונדחה מלשמן כגון הני דמשזרק ראשונים לשמן תו לא חזו הנך לשמן וכיון דנדחה מלשמן אין כשרין שלא לשמן כשאר כל הזבחים. ל""א שאם אי אתה אומר כן אלא ארבעתן לשמן הפסדת את הנזרקים באחרונה דהא לא צריכי ופסולין:"
122,Menachot,48b,"2,0","כי אתא רב יצחק תנא שלא כמצותן - שלא לשמן ל""א שדינן בני שנה והביא בני שתים ומפי המורה שמעתיהו ומפי רוב הגאונים ולשון אחרון אינו כלום דאם כן מאי ששחטן שהביאן מיבעי ליה:"
123,Menachot,48b,"2,0","כי אתא רב יצחק תנא שלא כמצותן - שלא לשמן ל""א שדינן בני שנה והביא בני שתים ומפי המורה שמעתיהו ומפי רוב הגאונים ולשון אחרון אינו כלום דאם כן מאי ששחטן שהביאן מיבעי ליה:"
124,Menachot,49a,"20,0",גמ' תדיר ומקודש - תדיר בכל יום ומקודש שהיום יום טוב הוא דאי לאו יום טוב ליכא מוסף ומוספין לא הוו אלא מקודש. לשון אחר תמידין מקודשים קודם מוספים דתמידין קרבי ברישא:
125,Menachot,49a,"21,1","מוספין דהאידנא מקודש נינהו - דהיום שבת קודש ותמידין דלמחר לא הוו להו מקודש דלמחר חול ל""א מוספין הוו מקודש קודם תמידין דמוספין יקרבו היום ותמידין לא יקרבו היום עד למחר:"
126,Menachot,50a,"9,0","דלא שכיח - דתמיד עולה הוא ואע""ג דלא קרבה אלא תרי זימני ביומא איכא עולות אחריני דמקרבי כל יומא טובא הילכך לא חביב להו ופשעי הילכך קנסו להו אבל קטרת לעולם ליתא אלא תרי זימני ביומא. לישנא אחרינא לא שכיחא בחד גברא כדאמרי' במסכת יומא (דף כו.) מעולם לא שנה אדם בה:"
127,Menachot,50b,"17,1","אית ליה נא - מש""ה אופה אחר טיגון ואית ליה נאה מש""ה אופה תחילה. לישנא אחרינא רבה גדולה ומרוקעת ודקה וזהו נוייה ואית ליה מטגנה תחילה ואח""כ אופה ואיכא טיגון נא ונאה וגדולה היא: ל""א תאפנה רכה שירככנה בשמן (קריבה נאה) [הרבה] וזהו נוייה תחילה מטגנה ואח""כ אופה ואיכא נא ונאה שלשתן שמעתי:"
128,Menachot,50b,"17,1","אית ליה נא - מש""ה אופה אחר טיגון ואית ליה נאה מש""ה אופה תחילה. לישנא אחרינא רבה גדולה ומרוקעת ודקה וזהו נוייה ואית ליה מטגנה תחילה ואח""כ אופה ואיכא טיגון נא ונאה וגדולה היא: ל""א תאפנה רכה שירככנה בשמן (קריבה נאה) [הרבה] וזהו נוייה תחילה מטגנה ואח""כ אופה ואיכא נא ונאה שלשתן שמעתי:"
129,Menachot,51a,"3,0","ה""ג ונאמר במנחת כבשים שמן - (שמות כ״ט:מ׳) ועשרון סלת בלול בשמן כתית רובע ההין ובמנחת נסכי תמיד כתיב לישנא אחרינא ונאמר במנחת נסכים שמן והיינו הך:"
130,Menachot,51b,"4,1","שתהא כולה בהקטרה - שלא יעשה ממנה שיריים לאכילה לישנא אחרינא שיקטירו שלימה ולא לחצאין כל זמן שהיא קריבה משל צבור דבשלימה לא פליגי ר' יהודה ור""ש מפי המורה:"
131,Menachot,51b,"6,2","כהנים הדיוטות - דכשכהן הדיוט נתחנך לעבודה באותו יום היה מקריב עשרון ל""א ביום המלואים היה כך אבל לדורות לא נוהג ולא מפי המורה:"
132,Menachot,53b,"7,1",זית אחריתו בסופו - שנטעו עכשיו ואינו טוען עד זמן גדול ואחר כך טוען פירות הרבה לישנא אחרינא שאין מתבשל מעט מעט כשאר אילנות אלא בסופו כולן יחד:
133,Menachot,53b,"16,4",לישנא אחרינא ונשקול פורתא מקמח של עשרון לאחר שנמדד עם שאור שמביא מביתו ולשוה בלישה אותו שאור שהביא מביתו אם עבה עבה ואם רך רך וניהדריה לתוך העשרון ואם עבה הוא וראה כשחסר העשרון עכשיו ודאי כך נפח חסר אז מה שהיה קמח באותו שיעור שעכשיו צריך להוסיף עליו כאותו שיעור שיש לך מן הסלת חוץ דודאי כך חסר נפח של אותו שאור שהביא מביתו יותר משאילו היה קמח ובכך היה העשרון יתר ואם רך הוא יראה כמה העשרון גדול עכשיו יותר ממה שהיה כשהוא קמח ודאי כשיעור זה גדולו נמי נפחו של שאור ראשון ובכך היה העשרון חסר וכך יוסיף עליו:
134,Menachot,61a,"5,1","שתי הלחם וכבשי עצרת - כתיב בהו והניף הכהן אותם על לחם הבכורים תנופה וגו' שנאמר במלואים (שמות כ״ט:כ״ז) אשר הונף ואשר הורם ולעיל מיניה כתיב והנפת אותם תנופה כל הני תנופות לומר שמוליך ומביא ומעלה ומוריד. ל""א מהונף והורם דמלואים ילפי' לשאר תנופות:"
135,Menachot,67a,"12,1","גזירה משום בעלי כיסין - עשירים שלוקחין תבואה מחמרים ואי שרית ללוקח מן העובד כוכבים שלא יעשר דמירוח עובד כוכבים פוטר אתי למימר נמי לוקח מחמר ישראל פוטר ל""א משום בעלי כיסין שיש להן קרקעות הרבה וחסים על רוב מעשרות ויקנוהו לעובדי כוכבים וימריחום עובדי כוכבים ומפקע ליה ממעשר:"
136,Menachot,67b,"1,0","במוץ שלה - כעין מאכל בהמה ומאכל בהמה פטור מן המעשר ל""א במוץ שלה שלא יראה פני הבית:"
137,Menachot,68a,"3,0","קוצרין בית השלחים שבעמקים - דכיון דשדה יבישה היא אי משהו לה לאחר בשולה אזלה לאיבוד. ל""א רעות הן ואין עומר בא מהן ואמרינן בהאי פירקין (דף עא.) ממקום שאתה מביא אי אתה קוצר וממקום שאי אתה מביא אתה קוצר ולשון זה עיקר וכן מפורש לקמן:"
138,Menachot,71a,"5,1","סודני - תלמידי חכמים על שם סוד ה' ליראיו (תהילים כ״ה:י״ד) ל""א רב פפא רמי שכרא הוה כדאמרינן בפסחים (דף קיג.) אי לאו דרמאי שכרא לא איעתרי וסודני מיקרי כדאמרי' התם תמרי באוכלזך אבי סודנא רהוט ואמאי קרו ליה סודנא סוד נאה שמעשרת וגמילות חסדים:"
139,Menachot,71a,"7,0","קוצרין מפני הנטיעות - שלא יפסדו לפי שאותה תבואה אינה ראויה לעומר כדאמרינן פ' כל הקרבנות (לקמן מנחות פה.) אין מביאין לא מבית השלחין ולא משדה האילן ואמרינן בשמעתין ממקום שאי אתה מביא אתה קוצר. ל""א מפני הנטיעות משום כלאים ולהכי נקט נטיעות משום אורחא דמילתא פעמים שאדם זורע תבואה ואין שם נטיעות ואחר זמן עולות שם נטיעות מאליהן וצריך לקצור את הזרעים משום כלאים:"
140,Menachot,97a,"5,1",קשותיו אלו סניפין - מריבוייא דקרא לישנא אחרינא שמקשה הלחם ומחזקו שלא ישבר ולא מפי השמועה:
141,Menachot,97b,"16,0","וכי תימא מעיקרא - כשעשו המזבח ל""ב על ל""ב ומדדו מאותן ל""ב שית אמות באמה בת חמש והנך שית לא הוו אלא חמש באמה בת ששה ובצרא לה חדא אמה דהוו להו ל""א אמות הלכך כי עבדת שית אמות דכניסה ג' לכל צד באמה בת חמש דהוי חמש אמות גדולות לא פש להו אלא כ""ו על כ""ו הוי בין קרן לקרן:"
142,Menachot,97b,"16,1","אם כן - דמעיקרא לא הוה מזבח אלא ל""א על ל""א רווחא לה עזרה יותר ממה ששנינו:"
143,Menachot,99a,"9,0","ויקם משה את המשכן וגו' - מדרישיה וסיפיה דקרא בלשון הקמה דאפי' בצחות הלשון לא הורד שמע מיניה אין מורידין ואי נמי דלא סייעוהו אחיו הכהנים בהקמת העמודים והאדנים ש""מ אין מורידין לפיכך לא נתעסקו בו אחרים ל""א מעיקרא ויקם משה את המשכן (שמות מ׳:י״ח) דהיינו יריעות שבתחילה פורס היריעות ולא הורידן בהקמת העמודים והאדנים אלא אחז היריעות בידו עד שהקים כולן:"
144,Menachot,99b,"16,1","מצוה לאומרו כו' - דסבר משום קרית שמע נוטל שכר גדול כזה כי אז תצליח את דרכיך אם היה עוסק כל היום כ""ש ששכרו גדול ומרגיל את בניו לתלמוד תורה. ל""א סברי הנך רבנן דמצי פטרי נפשייהו בקרית שמע ויתבי כולי יומא וגרסי שמע מינה שכר גדול יש:"
145,Menachot,101b,"0,4","פטר חמור - אסור בהנאה כל זמן שלא נפדה דקדוש בבכורה הוא ל""א ואפי' היו נבילות מטמא טומאת אוכלין וכגון דאיכא פחות מכזית דלא חזי לטומאת נבילות מצטרף לפחות מכביצה אוכלין להשלימו לכביצה:"
146,Menachot,102a,"12,0","כל שיש שעת היתר מבעי ליה - דכיון שנזרק הדם מיד יש לה שעת היתר. ל""א ה""ג ראויה לצאת וראויה לטמא (וראויה ללון) וראויה ללון. כלומר דנזרק הדם וכשרה בלא פסול. וראויה ליפסל באיזה פסול שיארע בה שלא יהא בה (אלא) אותו פסול לבדו ראויה ליפסל היינו כשרה דאי כבר פסולה היא כגון בלא זריקת דם תו לא קרי לה ראויה ליפסל אי הכי דבכשרה מיירי כל שיש לה מיבעי ליה דכל שהיתה משמע שנראה ליזרק ולא נזרק וקרי ליה שעת הכושר משום דאי בעי זריק:"
147,Menachot,103b,"0,0","לא שנו - דתפוס לשון ראשון אלא דאמר מנחה מן השעורים דאיכא למימר כיון דאמר מנחה למנחה גמורה קמכוין אבל אמר מנחת שעורים מנחה אשעורים קאי ופטור דליכא למימר תפוס לשון ראשון. ל""א אבל לא אמר מנחה לא אלא הרי עלי שעורים פטור דודאי לשעורים איכוון:"
148,Menachot,104a,"10,0",יהיה - חצי ההין יהיה לפר משמע דמנחה דהויא אחריתי לישנא אחרינא בפרשת נסכים כתיב ככם כגר יהיה:
149,Menachot,109b,"17,0",כל האומר עולה [או] מנחה בתחילה קודם שיפריש קרבנו ואמר עלי עולה או מנחה אני מטיל עליו כו' משום דאין טוב לומר עלי שמא לא יקיים וכתיב (דברים כ״ג:כ״ג) וכי תחדל לנדור לשון אחר בתחילה כל האומר עלה אני כופתו ומניחו לפני ארי ועכשיו כל האומר לירד הימנה אני מטיל עליו קומקום של חמין בתחילה הייתי שונא את הרבנות וכל האומר לי עלה לגדולה וכו' ועכשיו שעליתי לגדולה וכו' רבי יהושע בן פרחיה נשיא היה במסכת חגיגה (דף טז.):
150,Temurah,4a,"6,0","מפני שהקדים מעשר שני שבה למעשר ראשון - דמעיקרא מקמי דאמר של זו בזו קיימא להפריש ממנה מעשר ראשון ומעשר שני והשתא כי חוזר ומפריש ממנה מעשר ראשון ומעשר שני בשביל אידך כלכלה נמצא מעשר שני של כלכלה זו קודם למעשר ראשון שהיה עומד להפריש מאידך כלכלה קודם לכן וכן נמי כי אמר של זו בזו ושל זו בזו שמקדים מעשר שני שבה למעשר שני שבחבירתה כי האי גוונא נמי ואהכי לוקה משום דמעשר ראשון ומעשר שני חייב אדם להפריש כסדר הזה דכתיב מלאתך ודמעך לא תאחר דכי היכי דמוזהר שלא לעכב מלאה לדימוע הכי נמי מוזהר שלא לעכב מעשר ראשון למעשר שני דכתיב ודמעך לא תאחר דכל שישנו בכלל דימוע הרי הוא בבל תאחר כלומר שישנו עליו תורת תרומה הוי בבל תאחר שמפריש מעשר ראשון והדר מעשר שני ואם הקדים מעשר שני למעשר ראשון עובר בבל תאחר. ל""א דרשינן במכילתא דיוקדמו ביכורים לתרומה משום דביכורים חמירי דאית להו ד' שמות ראשית ומלאה ותרומה וביכורים ותרומה אין לה אלא שלשה שמות ראשית ודמעה ותרומה ויוקדם תרומה למעשר ראשון שאין לו אלא ב' שמות כגון מעשר ותרומת מעשר ויוקדם נמי מעשר ראשון דאית ליה ב' שמות למעשר שני דאין לו אלא שם אחד כגון מעשר שני תלמוד לומר מלאתך ודמעך דאכולהו קא משתעי דחמור שבהן לא יאחר אלא מקדים החמור לקל וכי היכי דאמר רבי אלעזר לוקה במקדים מעשר שני למעשר ראשון הכי נמי קאמר במקדים תרומה לבכורים:"
151,Temurah,6a,"6,1","ה""ג ל""א אמר לך רבא שאני התם דכתיב עד בא השמש תשיבנו - ודרשינן ליה בהמקבל הכי כל היום עד שיבא השמש תשיבנו ללוה ובבוא השמש תקחנו ממנו מכאן לכסות יום שניתנה ליחבל בלילה וכתיב קרא אחרינא השב תשיבנו כבוא השמש מכאן לכסות לילה שניתנה ליחבל ביום ומהכא נפקא לן דמהני. ואביי אמר לך לאו לאשמועינן דמהני אלא חד לכסות יום שיחזירנו ביום וחד לכסות לילה שחייב להחזירו בלילה וצריכי. והאי וצריכי לא איתפרש לן ונראה לי דהכי הוא דאי אשמעינן לכסות יום כגון מחרישה משום דחיותיה הוא אבל כסות לילה אימא לא ואי כתיב כסות לילה משום דמצטער אבל כסות יום אימא לא:"
152,Temurah,8a,"10,1","שפיר - משום הכי איצטריך קרא למעוטיה דלא נפיק משללה ולא שלל שמים דהאי לאו שלל שמים הוא דזכה כהן בגוויה. ל""א אלא פשיטא בתם והא ממעט לה מתורת בהמתה אלמא ממונא דכהן הוא ומיפרשא נמי כלישנא קמא דמדאיצטריך למכתב בהמתה ולא נפקא ליה משללה שמע מינה אית ליה לכהן זכייה בגויה מחיים:"
153,Temurah,8b,"5,1","רבי שמעון בן אלעזר כו' זה וזה - כהן וישראל. מאי לאו דרב נחמן איכא בינייהו דהאי דקאמר תנא קמא אצל כהן אינו עושה תמורה דאית ביה זכייה בגוויה כרב נחמן ורבי שמעון לית ליה דרב נחמן לא דכולי עלמא לית להו דרב נחמן בבכור מעליא והכא בפלוגתא דרבי יוחנן בן נורי ורבי עקיבא פליגי ובבכור בחוצה לארץ ולהכי אמר ת""ק דכהן אין עושה בו תמורה ור' שמעון כר' עקיבא.<br> ל""א לימא כתנאי בכור אצל כהן אינו עושה תמורה לא ישראל ולא כהן ואמרי הכי מימר הוא דלא מימר הא זבוני מזבין ליה רבי שמעון בר אלעזר אומר כיון שבא ליד כהן זה וזה אינו עושה תמורה כלומר דאפילו זבוני לא מצי מזבין ליה דכל תנא בתרא לטפויי מילתא קאתי מאי לאו דרב נחמן איכא בינייהו דתנא קמא אית ליה דרב נחמן ור' אלעזר לית ליה דרב נחמן:"
154,Temurah,9a,"18,1",מאי טעמא דקדושה ראשונה דהקדש ראשון להיכן הלכה - שלא יתפיס עוד אחרת בקדושתו עד אלף. לשון אחר אמר רבי דגרסינן מעיקרא אמר להן רבי שמעון מן והיה הוא ותמורתו וכי חזא דדרשי רבנן מבהמה בבהמה אמר להן איהו מהתם נמי מצינא למילף טעמא דידי ור' שמעון בן לקיש מימרא דנפשיה קאמר ולא לתרוצי הך פירכא אתא:
155,Temurah,9b,"3,2",שני גופין ושתי קדושות מהו - כגון אבד שני זה מתכפר באחר ושני ניתק לעולה כשנמצא מהו כיון דהשתא שני הוא וקדושה אחרת היא מימר או דלמא סוף סוף מכח קמא אתא ואינו מימר. בלישנא אחרינא ירושלמי גרסי' לה ותרתי קבעי הפריש אשם והמיר בו והומם וחיללו על אחר מהו שימיר בו דהוי ליה שני גופין וקדושה אחת ומספקא ליה כדפרישית בלישנא דלעיל או שלא הומם אלא (אם) נתכפר באחר וניתק זה לעולה כשנמצא והוה ליה שתי קדושות וגוף אחד מהו שימיר ופירושא כדפרישית:
156,Temurah,9b,"15,2",מהו - מי אמרי' כיון דשני גופין ושתי קדושות נינהו לא מיקרי הקדש שני ומוסיף חומש דהא בהא קדושה והאי גופא לא אתוסף חומשו או דלמא סוף סוף מכח קמא אתא (מעיקרא) והקדש שני הוא לגבי חומש. לישנא אחרינא ירושלמי וכלישנא בתרא דלעיל דבעיא דרבי אבין גבי תמורה גרסי' לה נמי הכא ופירושי מפרש:
157,Temurah,11b,"3,1",באומר הרי עלי עולה בחייה - הרי עלי להקריב כל האברין שהבהמה חיה ממנה והרי כן עשה דהמוכר לא הקדיש אלא אבר שאינה חיה ממנו כגון רגל מן הארכובה ולמטה שאם היה מקדיש דבר שהנשמה תלויה בו הוה פשטה קדושה בכולה כדאמר מודה ר' יהודה בדבר שעושה אותה טריפה שאם הקדיש אבר שממנו נטרפת אם היה ניטל פשטה קדושה בכולה אפי' לר' יהודה. לישנא אחרינא ירושלמי והא מייתי בהמה דמקדיש גופה כי ליתיה כולה לדידיה כלומר האי לוקח הא מייתי בהמה שאין הגוף שלו ומשני כגון דאמר כזוזא מן הדא בהמה לעולה כלומר שוה זוז מבהמה זו לעולה והרי קנה זוז (וזוז) הלכך יצא דהא לא נדר עולה שלימה:
158,Temurah,13a,"14,0","ה""ג <b>ת""ר לא יבקר כו'</b>. ל""א גרסינן <b>הא רבי הא ר""ש לר""ש איקרו קרבן לרבי לא איקרו קרבן </b>- ולהאי לישנא פרשינן דבמתניתין ליכא פלוגתא אלא כולה ר""ש ודקתני קדשי בד""ה אינן עושין תמורה לאו מקרבן נפקא אלא ר""ש קאמר לה והדר מפרש טעמא הלכך ליכא למימר הא ר""ש הא רבנן:<br> הכי גרסינן להאי לישנא <b>מאי רבי ומאי ר""ש דתניא לא יבקר בין טוב לרע וגו'</b>:"
159,Temurah,13b,"5,2",לישנא אחרינא נתפרש <b>תמורת שמו שאינה חלה אלא על דבר הראוי</b> - וסברא היא משום דאחמרא כשאר שלמים איגרועי מיגרע תמורת גופו איצטריך קרא לרבויי:
160,Temurah,14b,"1,0","כשורפי התורה - שאין מצילין אותן בשבת בפני הדליקה. ל""א שאסור להשהותן כתובים דתורה שבעל פה היא:"
161,Temurah,14b,"5,0","השתא דאמרת כו' - יכול להקדישן ולהקריבן בלילה אחת. ל""א גרסינן עלות השחר פוסל בהן כאברים כלומר הא דאמרינן נזדמנו לו נסכים בלילה מקדישן בלילה [ומקריבן]:"
162,Temurah,23b,"12,6","וזהב לכפורת - המתנדב לכלי שרת מביא ונותן בו. ל""א וזהב לכפורת המתנדב כלי שרת מביא ונותן. כפורת היינו מזרק ובספר עזרא כתיב כפורי זהב וגו' ומש""ה נראה לי שהוא עיקר משום דקדשי בדק הבית לא היו באין למקדש אלא ליד הגזבר:"
163,Temurah,27a,"11,0","גברא לא איתחזיק - דבשלשה זימנין הויא חזקה תרי זימני לא הוי חזקה לשון ירושלמי בעי אביי (כו') או דלמא תמימה תחת תמימה דאתפוסי דחזיא להקרבה אבל תמימה תחת בעלת מום דבעלת מום דהקדש לא (הוי') חזיא להקרבה לאחולי איכוון כיון דבעא למימר חדא לאתפוסי כו' כלומר דאילו הוה בדעתיה לאתפוסי חדא ולאחולי חדא הוה קאמר בהדיא הך לאתפוסי והך לאחולי כי הדדי כלומר שתיהן עשאן שוות הואיל ולא פירש על שתיהן הניח ידו ושתיהן תמורה דהא איבעי ליה לאתנוחי ידיה על בעלת מום דקדש אי הוה בדעתיה לאחוליה אלא אי הוה לפניו (כו') מדהני תרתי בהמות לאתפוסי דודאי מתפיס הנך תרתי דחולין בההיא דקדש דממירין שנים באחד דהא כיון דתמימה דקדש ליכא למימר לאחולי אההיא בעלת מום נמי לאתפוסי ולקי שלשה מלקיות או דלמא ההיא בעלת מום דקדש לאחולי והאי דלא אתנח ידיה על ההיא דבעלת מום שהניח ידו על חולין דכיון דלאחולי הוה בעי הוה ליה לאנוחי אבעלת מום דקדש. הא דנקט כל ההיא דבעלת מום קמ""ל דאי הוה מנח ידיה על התמימה של קדש שעם הבעלת מום הוה מהני נמי כאילו אנחה על בעלת מום גופה והא אמרי' בההיא דבת אחולי היא דלאחולי איכוון ובתמימה לאתפוסי דאע""ג דאנח ידיה עליה הואיל וליכא למימר אחולי בה בדידה. רמי רמויי כגון דהויין ג' בהמות של קדש ואחת בעלת מום ושלשה בהמות של חולין תמימות והעמידן בשתי שורות זו כנגד זו והאי רמי כמו איתרמי שכוונם זו מול זו ואנח ידיה על הנך דחולין ואמר אלו תחת אלו מי אמרינן כיון דרמי חדא לקביל חדא להכי פלגינהו דלא בעי לשוויי לבעל מום כי הני דהיינו לאתפוסי אלא לאחולי או דלמא בתר דבורא דידיה אזלינן והרי הניח ידו על החול ולאתפוסי איכוון. לישנא אחרינא או דלמא בתר רובא אזלינן וכיון דרובא לאתפוסי איהו נמי לאתפוסי:"
164,Temurah,27b,"17,0","דלא כר""ש - דאמר בפ' אלו קדשים (לעיל תמורה דף יט:) המפריש נקבה לאשם תמכר שלא במום. לישנא אחרינא קדש גופא דבעיא לרעות דלא כר""ש דאמר בפ' אלו קדשים אף לעולתו אינו עושה תמורה אלמא לא קדיש לגופיה:"
165,Temurah,28b,"7,0","בית גליא - לשון גובה (ל""א) בית כלייא כמו כלוא כליון. ל""א בית כריא בית הכסא לשון כרו שוחה (ירמיהו יח):"
166,Temurah,29a,"3,0","עד שיעבדו - בו שום עבודה לצורך עבודת כוכבים או משיכת קרון או שום דבר שאסור אבל מקמי הכי לא מיתסר. ל""א אין מוקצה אסור אלא עד שיעבדו בו שום דבר שיעשו בו שום עבודה לצורך כומרי עבודת כוכבים אבל משיעבדו בו שום עבודה לא מיתסר דתו לא מקרבי ליה וכ""ש ולשון זה נראה לי עיקר מדתני אלא עד שיעבדו בו ואי ללישנא קמא לא ה""ל למיתני אלא והכי איבעי ליה למיתני אין מוקצה אסור עד שיעבדו בו ולשון ראשון ל""ש:"
167,Temurah,30a,"1,1","ובנין אב הוא - ללמד שאין אתנן אסור אלא בפנוי ופנויה אבל מאלמנה דאסירא ליה לכ""ג לא קמ""ל. ל""א הא מני דקתני אלמנה לכ""ג אתננה אסור ר""ע היא דאמר בפ' החולץ אין קדושין תופסין בחייבי לאוין הלכך כעריות דכריתות דמיין ולרבא דאמר כל זונה הוי אתנן מאי שנא דקתני כגון אלמנה אפי' פנויה נמי דהא רבא לא דריש להאי תועבה כאביי אף זונה נמי לא מיתסר עד דאמר לה בהדיא הילך אתנן אבל בסתמא מתנה בעלמא הוא דלא הויא זונה בחדא בעילה בסתמא ודלא כר""א אבל היכא דזונה מעיקרא היא לרבא נמי בסתמא אתנן הוא ואפילו פנויה:"
168,Temurah,31a,"3,0","אפרוח - שנולד מביצת יונה טרפה שאסור ליקרב: <br>ולד במעי בהמה אינו אדוק בגופה אלא תלוי באויר ומעצמו הוא נוצר וגדל והולך אבל ביצה כל זמן שאינה נגמרה אדוקה באשכול וגדילה ונגמרה מגוף התרנגולת. ל""א מאוירא קא רביא לאחר שנולד והולך וגדל הילכך עיקר גידולו אינו מאמו אבל ביצה מגופה דתרנגול' רביא והדבר מוכיח שלאחר שיצאת אינה גדילה משום הכי מודו רבנן לשון הירושלמי:"
169,Zevachim,12b,"0,0","יש דחוי בדמים - יש תורת דחוי בקדושת דמים אע""פ שאינה קדושת הגוף כגון הכא שהקדיש חציה לא קדשה אלא לדמיה שהרי אין לו חלק [אלא] בחציה ואין קדושה ראויה לפשוט בכולה על פיו ואפי' הכי שייך בה דחוי ותדחה עולמית ולא אמרי' לא אלימא קדושת דמים ליפסל משום דחוי: לישנא אחרינא יש דחוי בשביל הדמים שלא פרע לקנות חציה של חבירו שלא היתה קנויה לו כשהקדישה שעדיין לא קנה חציה משל חבירו ואינ""ו נרא""ה למור""י:"
170,Zevachim,19b,"6,1","וי""ו אאופתא כתיבי לך - כתבתי לך וי""ו על הבקעת אות שאין ניכרת בה מפני שורות הבקעת שמפסיקות בה הפסקות הרבה לשון אחר השורות עצמו קרי להו ווי""ן שדומין לה כלומר אין זה טעם דאיכא לאקשויי א""כ אפילו קדוש של שחרית [של יוה""כ] נמי לא לעכב ביה דהא אימעוט ביום הכפורים מולבשם:"
171,Zevachim,31a,"1,0", לישנא אחרינא גרסינן:
